,pl_id,pl_model_code,pl_name,star,market,write_id,upload_day,title,text,Target,URL
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,ghw*****,2019-08-09,,"
주문 하고 택배 엄청 빨리 받았어요. 
핸드폰 상태 너무 좋아요^-^ 
감사 합니다~
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,ult********,2018-05-21,,"
가개통 새폰 맞구요 아버님이 잘 쓰고 계시네요
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,khj****,2019-01-28,,"
skt사용하다 구입했습니다. 
kt전용폰이라 skt직영점에 가 바로 개통해 잘 사용하고 있습니다. 
고맙습니다.
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,jin*******,2019-01-29,,"
리뷰가 늦었네요 어머님이 좋아하시네요
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,mat*****,2018-08-19,,"
케이스가 깨끗한걸로 와서 다행이예요~ㅎ
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 4개,11번가,cic****,2019-07-25,,"
효도폰으로 가성비 괜찮아요
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,191,LG-F480,와인 스마트,판매자 평점 별5개 중 5개,11번가,bb5****,2018-12-27,,"
대박좋아요 
엄아가사용할건데 대리점에서유심교채하고하니 좋아요~~~~^^
",LG전자 와인폰 4 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=19372253&trTypeCd=PW08&trCtgrNo=585021
0,,,,,,,,,,,
0,,,,,,,,,,,
0,193,LM-Y110,LG폴더,판매자 평점 별5개 중 5개,11번가,hjl******,2021-01-29,,"
B급사려다가 만원 더 주고 A급을 샀어요~ 어머님 핸드폰이 갑자기 계속 꺼지길래 급하게 똑같은기종으로 구매하느라 11번가에서 부랴부랴 찾아서 구입했는데 빨리보내주셔서 감사합니다~~ 
포장도 잘 해주셨고~ 설명도 자세하게 써주시고해서 인터넷으로 중고 사기 좀 찜찜했던건 사실인데 받고나서 안심했습니다~ 
생각했던것보다 뒷면에 스크래치가 좀 있었지만~ 어머님이 쓰시던 배터리커버로 바꾸니까 괜찮더라구요~ 
통신사 다른데도 두번정도 껏다가 켜니까 바로 되더라구요~ 
잘 쓰겠습니다~ 수고하세요~~~
",LG전자 폴더 8GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18794161&trTypeCd=PW08&trCtgrNo=585021
0,193,LM-Y110,LG폴더,판매자 평점 별5개 중 5개,11번가,tan****,2021-03-10,,"
처음엔 중고폰인가싶었습니다 아버지께서 스마트폰은 번거롭다하셔서 LTE폰을 찾다가 이곳을 알게 되었는데 폰이 정말 마음에 듭니다 유심이 오기전이라서 제것으로테스트 했는데 좋습니다, 
외관 : 새것입니다 
터치감: 엄처 부드럽습니다 
오래 쓸수만 있으면 더 바랄것이 없습니다 
판매자님 손편지도감사합니다 
주위에 필요하신분에게 많이 홍보 드릴게요
",LG전자 폴더 8GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18794161&trTypeCd=PW08&trCtgrNo=585021
0,193,LM-Y110,LG폴더,판매자 평점 별5개 중 5개,11번가,sky********,2021-02-03,,"
일단 가개통 단순개봉 제품중에 가끔 사용감 있는 것들도 있다고 하는데, 이 제품은 개봉만 되어있지 풀박스 새제품이고, 사장님께서 요청드린데로 KT걸로 구해주셔서 감사드림. KT것이지만 유심을 알뜰폰 통신사 유심을 넣어서 통화료 저렴하게 잘 사용하고 있음. 
 
통신규격 : 4G, 충전은 별도의 충전거치대 없이 폰 측면 5핀으로 충전, 배터리 1개, 이어폰 제공. 
 
장점은 3.5파이 AUX 연결, 통화녹음과 음성녹음 가능, 스피커 통화 가능, 후속작인 Y120보다 카메라 화소수가 500만 화소로 높고, 무게 가볍고 한 손에 쏙 들어옴. 
 
단점은 핫스팟은 안됨. 
 
통화음질 확 좋아지게 하는 꿀팁 : 설정 - 6.통화 - #.고급설정 - 1. HD 보이스 - 1. HD 보이스 사용에 들어가서 ""사용""으로 설정하면 통화음질이 완전 좋아짐.
",LG전자 폴더 8GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18794161&trTypeCd=PW08&trCtgrNo=585021
0,193,LM-Y110,LG폴더,판매자 평점 별5개 중 5개,11번가,gai****,2019-05-16,,"
제가 딱 원하던 제품이에요 
스마트 기능 안되는 폴더폰 중 카메라도 괜찮고 화면도 큼직큼직하고요 
유일한 네트워크 기능은 인터넷인데 
네트워크 접속하려면 설정한 비밀번호 넣어야해서 아이가 쓰기 좋은것 같아요. 
피쳐폰 아니고 안드로이드 폰인데 기능을 다 막아놔서 피쳐폰처럼 쓸 수 있어서 좋은것 같아요. 
공부하는 학생들에게 강추해요.
",LG전자 폴더 8GB 공기계(중고),https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=18794161&trTypeCd=PW08&trCtgrNo=585021
