모델명,모델코드,제조회사,출시일,운영체제,판매방식,화면크기(센치),화면크기(인치),패널종류,화면해상도,ppi,최대주사율,화면비,화면면적,화면폭,화면높이,HDR규격,AP종류,코어갯수,코어클럭,그래픽코어,NPU & DSP,Sensor Hub,시스템램,내장메모리,저장장치,외장메모리,5G,4G,WI-FI주파수,블루투스,위성항법,유심타입,듀얼유심,카메라타입,후면카메라,전면카메라,동영상촬영,Flash,사진촬영 해상도,전면 해상도,전면 동영상 해상도,조리개 값,카메라 특징,손떨림보정,손떨림방지,카메라플래시,HDR촬영지원,오토HDR,광학줌,지오태그,레이저 오토포커스,오토 포커스,아웃 포커스,터치 포커스,파노라마,TOF센서,야간모드 촬영,이어폰단자,스피커,고음질재생,사운드 기술,지문인식,얼굴인식,홍채인식,음성잠금해제,AI/인공지능,전자결제,터치펜,방수/방진,기타,충전단자,배터리용량,배터리타입,배터리특징,배터리장착방식,충전지원,고속충전기술,무선충전,색상,가로,세로,두께,무게
갤럭시 온7 2016,SM-G610,삼성전자,2016. 11,안드로이드 6.0.1 마시멜로우,,,5.5,TFT,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 625 MSM8953,8개 (64 비트),2000 MHz,Qualcomm Adreno 506,,,3 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)FPS,F/1.9,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3300 mAh,Li-Ion,일체형,,,,-,,75,151.7,8,167g
갤럭시 와이드,SM-G600,삼성전자,2016. 07,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.5,TFT,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,1.5 GB,8 GB,,Micro SD,LTE,4G,802.11b/g/n,4.1,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4128 x 3096 (12.8 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,-,,77.5,151.8,8.2,172g
갤럭시 와이드3,SM-J737,삼성전자,2018. 05,안드로이드 8.0 Oreo,,,5.5,LCD,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,Samsung Exynos 7 Octa 7870,8개 (64 비트),1600 MHz,ARM Mali-T830 MP2,,,2 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,,4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀)30 FPS,F/1.7,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3300 mAh,Li-Ion,일체형,,,,-,,76.2,153.3,8.7,180g
갤럭시 알파,SM-G850,삼성전자,2014. 09,안드로이드 4.4.4 KitKat | 안드로이드 5.0.1 롤리팝,,,4.7,Super AMOLED,720 x 1280 픽셀,312 ppi,,,,58.53 mm,104.05 mm,,Samsung Exynos 5 Octa 5430,8개 (32 비트),1800 MHz,ARM Mali-T628 MP6,,,2 GB,32 GB,,미확인,LTE,4G,802.11a/b/g/n/ac,4,,나노유심 ,,,,,3840 x 2160 (UHD)30 FPS,LED,4608 x 2592 (11.9 메가픽셀),(0 메가픽셀),(0 메가픽셀)30 FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,1860 mAh,Li-Ion,분리형,,,,-,,65.5,132.4,6.7,115g
갤럭시 코어,SHW-M585,삼성전자,2014. 71,안드로이드 4.1.2 Jelly Bean,,,,TFT,480 x 800 픽셀,-,,,,56.19 mm,93.66 mm,,Qualcomm Snapdragon S4 Play MSM8225,2개 (32 비트),1200 MHz,Qualcomm Adreno 203,,,1 GB,8 GB,,미확인,3G,3G,미확인,3,,마이크로유심 ,,,,,720 x 480 (-)30 FPS,LED,2592 x 1944 (5 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800 mAh,Li-Ion,분리형,,,,-,,67.6,129.3,8.95,124g
코어세이프,SHW-M580,삼성전자,2014. 03,미확인,,,4.3,미확인,480 x 800,217 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,,,미확인,,,,,,,,(-)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800 mAh,,분리형,,,,-,,129.3,67.6,8.95,124g
갤럭시 코어 어드밴스,SHW-M570,삼성전자,2014. 02,안드로이드 4.2.2 Jelly Bean,,,4.7,TFT,480 x 800 픽셀,199 ppi,,,,61.42 mm,102.37 mm,,Qualcomm Snapdragon 400 MSM8230,2개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1 GB,8 GB,,미확인,3G,3G,미확인,4,,마이크로유심 ,,,,,(-)FPS,LED,2592 x 1944 (5 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 mAh,Li-Ion,분리형,,,,-,,70.5,133.3,9.7,145g
갤럭시 W,SM-T255,삼성전자,2014. 06,안드로이드 4.3 Jelly Bean,,,7,TFT,720 x 1280 픽셀,210 ppi,,,,87.17 mm,154.97 mm,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1.5 GB,16 GB,,미확인,3G,3G,미확인,4,,마이크로 USB,,,,,1920 x 1080 (-)30 FPS,LED,3264 x 2448 (8 메가픽셀),1600 x 1200 (1.9 메가픽셀),1600 x 1200 (1.9 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200 mAh,Li-Ion,일체형,,,,-,,99.6,191.8,8.8,245g
갤럭시 줌2,SM-C115,삼성전자,2014. 05,안드로이드 4.4.2 KitKat,,,4.8,Super AMOLED,720 x 1280 픽셀,306 ppi,,,,59.77 mm,106.26 mm,,Samsung Exynos 5 Hexa 5260,6개 (32 비트),1700 MHz,ARM Mali-T624,,,2 GB,8 GB / 16 GB,,미확인,3G,3G,미확인,4,,마이크로유심 ,,,,,1920 x 1080 (-)60 FPS,Xenon,5248 x 3936 (20.7 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,F/3.1 - 6.3,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430 mAh,Li-Ion,분리형,,,,-,,70.8,137.5,16.6,200g
갤럭시 윈,SHV-E500,삼성전자,2013. 11,안드로이드 4.1.2 Jelly Bean,,,4.7,TFT,480 x 800 픽셀,199 ppi,,,,61.42 mm,102.37 mm,,Qualcomm Snapdragon 200 MSM8225Q,4개 (32 비트),1200 MHz,Qualcomm Adreno 203,,,1 GB,8 GB,,Micro SD,LTE,4G,802.11b/g/n,3,,미니유심 ,,,,,1280 x 720 (-)15 FPS,LED,2592 x 1944 (5 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 mAh,Li-Ion,분리형,,,,-,,70.7,133.3,9.7,152g
갤럭시 라운드,SM-G910,삼성전자,2013. 10,안드로이드 4.3 Jelly Bean,,,5.7,Super AMOLED,1080 x 1920 픽셀,386 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 800 MSM8974AB,4개 (32 비트),2300 MHz,Qualcomm Adreno 330,,,3 GB,32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,1920 x 1080 (HD)60 FPS,LED,4128 x 3096 (12.8 메가픽셀),(0 메가픽셀),(0 메가픽셀)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800 mAh,Li-Ion,분리형,,,,-,,79.6,151.1,7.9,154g
갤럭시 골든,SHV-E400,삼성전자,2013. 08,안드로이드 4.2.2 Jelly Bean,,,3.7,Super AMOLED,480 x 800 픽셀,252 ppi,,,,48.35 mm,80.59 mm,,Qualcomm Snapdragon 400 MSM8930AB,2개 (32 비트),1700 MHz,Qualcomm Adreno 305,,,1.5 GB,16 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (-)30 FPS,LED,3264 x 2448 (8 메가픽셀),(0 메가픽셀),(0 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820 mAh,Li-Ion,분리형,,,,-,,59.5,118,15.8,179g
갤럭시 메가 6.3,SHV-E310,삼성전자,2013. 06,안드로이드 4.2.2 Jelly Bean | 안드로이드 4.3 Jelly Bean | 안드로이드 4.4.2 KitKat,,,6.3,Super Clear LCD,720 x 1280 픽셀,233 ppi,,,,78.45 mm,139.47 mm,,Qualcomm Snapdragon 400 MSM8930AB,2개 (32 비트),1700 MHz,Qualcomm Adreno 305,,,1.5 GB,8 GB / 16 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200 mAh,Li-Ion,분리형,,,,-,,88,167.6,8,199g
갤럭시 팝,SHV-E220,삼성전자,2013. 01,안드로이드 4.1.2 Jelly Bean,,,4.65,Super AMOLED,720 x 1280 픽셀,316 ppi,,,,57.9 mm,102.94 mm,,Samsung Exynos 4 Quad 4412,4개 (32 비트),1400 MHz,ARM Mali-400 MP4,,,1 GB,8 GB / 16 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4,,미니유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100 mAh,Li-Ion,분리형,,,,-,,68.1,134.2,9.05,134g
갤럭시 R 스타일,SHV-E170,삼성전자,2012. 06,안드로이드 2.3.3 Gingerbread | 안드로이드 4.0.x Ice Cream Sandwich,,,4.3,Super Clear LCD,480 x 800 픽셀,256 ppi,,,,54.89 mm,91.48 mm,,Nvidia Tegra 2 250 AP20H,2개 (32 비트),1000 MHz,ULP GeForce,,,1 GB,8 GB,,Micro SDHC,LTE,4G,802.11b/g/n,3,,미니유심 ,,,,,1280 x 720 (HD)30 FPS,LED,2560 x 1920 (4.9 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650 mAh,Li-Ion,분리형,,,,-,,66,125,9.5,127g
갤럭시 M style,SHW-M340,삼성전자,2012. 01,Android,,,4,AMOLED,480 x 800,233 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,512MB,,,Micro SDHC,3G,3G,802.11b/g/n,,,마이크로 USB,,,,,(NTSC)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650 mAh,,분리형,,,,-,,63,122.5,9.99,123.5g
갤럭시에이스,SHW-M240,삼성전자,2011. 01,안드로이드 2.2.x Froyo | 안드로이드 2.3.x Gingerbread,,,3.5,TFT,320 x 480 픽셀,165 ppi,,,,49.31 mm,73.97 mm,,Qualcomm Snapdragon S1 MSM7227-1 Turbo,1개 (32 비트),832 MHz,Qualcomm Adreno 200,,,278.016 MB (megabytes) GB,157.696 MB (megabytes),,Micro SDHC,3G,3G,802.11b/g/n,2.1,,미니유심 ,,,,,640 x 480 (VGA)24 FPS,LED,2592 x 1944 (5 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350 mAh,Li-Ion,분리형,,,,-,,59.9,112.4,11.5,114g
갤럭시 U,SHW-M130,삼성전자,2010. 08,Android,,,3.7,AMOLED,480 x 800,252 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,512MB,,,Micro SDHC,2G,2G,802.11b/g/n,,,마이크로 USB,,,,,(HD)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 mAh,,분리형,,,,-,,59.6,119.5,12.4,131g
갤럭시 진2,SM-A202,삼성전자,2019. 06,안드로이드 9.0 Pie,,,5.8,PLS,720 x 1560 픽셀,296 ppi,,,,61.74 mm,133.76 mm,,Samsung Exynos 7 Octa 7884,8개 (64 비트),1600 MHz,ARM Mali-G71,,,3 GB,32 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Polymer,일체형,,,,-,,69.7,147.4,8.4,141g
갤럭시 온7 2018,SM-G611,삼성전자,2018. 02,안드로이드 7.1.1 누가,,,5.5,PLS,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Samsung Exynos 7 Octa 7870,8개 (64 비트),1600 MHz,ARM Mali-T830 MP2,,,3 | 4 GB,32 GB / 64 GB,,미확인,LTE,4G,미확인,4.1,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀)30 FPS,F/1.9,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3300 mAh,Li-Ion,일체형,,,,-,,75,151.7,8.1,166g
삼성 마스터폰 (SKT 2G),SM-B510,삼성전자,2014. 05,미확인,,,3,TFT,240 x 320,133 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,Micro SD,2G,2G,미확인,,,마이크로 USB,,,,,(-)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 mAh,,분리형,,,,-,,57.5,112.5,14.8,-
삼성 마스터폰 (SKT 2G),SM-B510,삼성전자,2014. 05,미확인,,,3,TFT,240 x 320,133 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,Micro SD,2G,2G,미확인,,,마이크로 USB,,,,,(-)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 mAh,,분리형,,,,-,,57.5,112.5,14.8,-
삼성 마스터폰 (SKT 2G),SM-B510,삼성전자,2014. 05,미확인,,,3,TFT,240 x 320,133 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,Micro SD,2G,2G,미확인,,,마이크로 USB,,,,,(-)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 mAh,,분리형,,,,-,,57.5,112.5,14.8,-
엘지 F70,LG-F370,LG전자,2014. 05,안드로이드 4.4.2 KitKat,,,4.5,IPS,480 x 800 픽셀,207 ppi,,,,58.81 mm,98.01 mm,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1 GB,4 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,2560 x 1920 (4.9 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440 mAh,Li-Ion,분리형,,,,-,,66.4,127.5,9.95,129.6g
G8 ThinQ 자급제,LM-G820,LG전자,2019. 03,안드로이드 9.0 Pie,,,6.1,OLED,1440 x 3120 픽셀,563 ppi,,,,64.93 mm,140.68 mm,,Qualcomm Snapdragon 855,8개 (64 비트),2840 MHz,Qualcomm Adreno 640,,,6 GB,128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)60 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),3280 x 2460 (8.1 메가픽셀),3280 x 2460 (8.1 메가픽셀)60 FPS,F/1.5,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3500 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,71.8,151.9,8.4,167g
G7 ThinQ,LM-G710,LG전자,2018. 05,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6.1,RGBW IPS,1440 x 3120 픽셀,563 ppi,,,,64.93 mm,140.68 mm,,Qualcomm Snapdragon 845,8개 (64 비트),2800 MHz,Qualcomm Adreno 630,,,4 GB,64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4608 x 3456 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.6,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3000 mAh,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,71.9,153.2,7.9,162g
LG G6 플러스,LGM-G600,LG전자,2017. 06,안드로이드 7.0 누가 | 안드로이드 8.0 Oreo,,,5.7,IPS,1440 x 2880 픽셀,565 ppi,,,,64.75 mm,129.5 mm,,Qualcomm Snapdragon 821 MSM8996 Pro,4개 (64 비트),2350 MHz,Qualcomm Adreno 530,,,4 GB,128 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3300 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,71.9,148.9,7.9,163g
엘지G5,LG-F700,LG전자,2016. 03,안드로이드 6.0.1 마시멜로우 | 안드로이드 7.0 누가 | 안드로이드 8.0 Oreo,,,5.3,IPS,1440 x 2560 픽셀,554 ppi,,,,66 mm,117.33 mm,,Qualcomm Snapdragon 820 MSM8996,4개 (64 비트),2150 MHz,Qualcomm Adreno 530,,,4 GB,32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,3840 x 2160 (UHD)30 FPS,Dual LED,5312 x 2988 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2800 mAh,Li-Ion,급속충전분리형,,,,-,,73.9,149.4,7.7,159g
엘지 G4,LG-F500,LG전자,2015. 04,안드로이드 5.1 롤리팝 | 안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가,,,5.5,IPS,1440 x 2560 픽셀,534 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 808 MSM8992,6개 (64 비트),1800 MHz,Qualcomm Adreno 418,,,3 GB,32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4.1,,마이크로유심 ,,,,,3840 x 2160 (Full HD)30 FPS,LED,5312 x 2988 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,급속충전분리형,,,,무선충전 지원,,76.1,148.9,6.3,155g
엘지 G3,LG-F400,LG전자,2014. 05,안드로이드 4.4.2 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.5,IPS+,1440 x 2560 픽셀,534 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 801 MSM8974AC,4개 (32 비트),2500 MHz,Qualcomm Adreno 330,,,2 | 3 GB,16 GB / 32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,3840 x 2160 (UHD)30 FPS,Dual LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,F/2.4,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,무선충전 지원,,74.6,146.3,8.9,151g
G3A,LG-F410,LG전자,2014. 08,안드로이드 4.4.2 KitKat,,,5.2,IPS,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260 MHz,Qualcomm Adreno 330,,,2 GB,32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,Dual LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,F/2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160 mAh,Li-Ion,분리형,,,,-,,71.6,141,9.8,146.8g
G3 비트,LG-F470,LG전자,2014. 07,안드로이드 4.4.2 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 6.0 마시멜로우,,,5,IPS+,1440 x 2560 픽셀,294 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 801 MSM8974AC,4개 (32 비트),2500 MHz,Qualcomm Adreno 330,,,2 | 3 GB,16 GB / 32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,3840 x 2160 (Full HD)30 FPS,Dual LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,F/2.4,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,무선충전 지원,,74.6,146.3,8.9,134g
G3 스크린,LG-F490,LG전자,2014. 10,안드로이드 4.4 KitKat,,,5.9,IPS,1080 x 1920 픽셀,373 ppi,,,,73.47 mm,130.61 mm,,LG Nuclun LG7111,8개 (32 비트),1500 MHz,PowerVR G6430,,,2 GB,32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,F/2.4,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,-,,81.8,157.8,9.5,182 gg
엘지 G3 Cat.6,LG-F460,LG전자,2014. 07,안드로이드 4.4.2 KitKat,,,5.5,IPS,1440 x 2560 픽셀,534 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 805 APQ8084,4개 (32 비트),2650 MHz,Qualcomm Adreno 420,,,3 GB,32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,3840 x 2160 (UHD)30 FPS,Dual LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,F/2.4,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,무선충전 지원,,74.6,146.3,8.9,154g
엘지 G2,LG-F320,LG전자,2013. 08,안드로이드 4.2.2 Jelly Bean | 안드로이드 4.4 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 5.1.1 롤리팝,,,5.2,IPS,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260 MHz,Qualcomm Adreno 330,,,2 GB,16 GB / 32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)60 FPS,LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,F/2.4,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Polymer,일체형,,,,-,,70.9,138.5,8.9,143g
LG 지프로2,LG-F350,LG전자,2014. 02,안드로이드 4.4.2 KitKat | 안드로이드 5.0.1 롤리팝,,,5.9,IPS,1080 x 1920 픽셀,373 ppi,,,,73.47 mm,130.61 mm,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260 MHz,Qualcomm Adreno 330,,,3 GB,16 GB / 32 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,3840 x 2160 (UHD)30 FPS,LED,4208 x 3120 (13.1 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200 mAh,Li-Ion,분리형,,,,-,,81.9,157.9,8.3,172g
엘지 지엑스2,LG-F430,LG전자,2014. 08,Android,,,5.7,IPS,720 x 1280,258 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,1.5GB,,,Micro SD,LTE,4G,미확인,,,미니 USB,,,,,(HD)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200 mAh,,분리형,,,,-,,79.2,152.1,9.1,168g
엘지 지엑스 GX로밍,LG-F310,LG전자,2013. 12,안드로이드 4.3 Jelly Bean,,,5.5,IPS+,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 600 APQ8064T,4개 (32 비트),1800 MHz,Qualcomm Adreno 320,,,2 GB,32 GB,,미확인,3G,3G,미확인,4,,마이크로 USB,,,,,1920 x 108 (-)30 FPS,LED,4208 x 3120 (13.1 메가픽셀),(0 메가픽셀),(0 메가픽셀)30 FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140 mAh,Li-Ion,분리형,,,,-,,76.1,150.6,9.2,167g
엘지 지플렉스2,LG-F510,LG전자,2015. 01,안드로이드 5.0.1 롤리팝 | 안드로이드 5.1.1 롤리팝,,,5.5,Curved P-OLED,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 810 MSM8994,8개 (64 비트),2000 MHz,Qualcomm Adreno 430,,,2 GB,16 GB / 32 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,3840 x 2160 (UHD)30 FPS,Dual LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)30 FPS,F/2.4,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,75.3,149.1,7.1,152g
